,state_name,date,election_type,party,govt_type,election_key,state_abbr
1170,hawaii,1984-11-06,g,np,president,1984-11-06-g-HI,HI
1171,guam,1984-11-06,g,np,president,1984-11-06-g-GU,GU
1172,american samoa,1984-11-06,g,np,president,1984-11-06-g-AS,AS
1173,northern mariana islands,1984-11-06,g,np,president,1984-11-06-g-MP,MP
1174,virgin islands,1984-11-06,g,np,president,1984-11-06-g-VI,VI
1175,puerto rico,1984-11-06,g,np,president,1984-11-06-g-PR,PR
1176,alabama,1988-11-01,g,np,president,1988-11-01-g-AL,AL
1177,arizona,1988-11-01,g,np,president,1988-11-01-g-AZ,AZ
1178,arkansas,1988-11-01,g,np,president,1988-11-01-g-AR,AR
1179,california,1988-11-01,g,np,president,1988-11-01-g-CA,CA
1180,colorado,1988-11-01,g,np,president,1988-11-01-g-CO,CO
1181,connecticut,1988-11-01,g,np,president,1988-11-01-g-CT,CT
1182,delaware,1988-11-01,g,np,president,1988-11-01-g-DE,DE
1183,district of columbia,1988-11-01,g,np,president,1988-11-01-g-DC,DC
1184,florida,1988-11-01,g,np,president,1988-11-01-g-FL,FL
1185,georgia,1988-11-01,g,np,president,1988-11-01-g-GA,GA
1186,idaho,1988-11-01,g,np,president,1988-11-01-g-ID,ID
1187,illinois,1988-11-01,g,np,president,1988-11-01-g-IL,IL
1188,indiana,1988-11-01,g,np,president,1988-11-01-g-IN,IN
1189,iowa,1988-11-01,g,np,president,1988-11-01-g-IA,IA
1190,kansas,1988-11-01,g,np,president,1988-11-01-g-KS,KS
1191,kentucky,1988-11-01,g,np,president,1988-11-01-g-KY,KY
1192,louisiana,1988-11-01,g,np,president,1988-11-01-g-LA,LA
1193,maine,1988-11-01,g,np,president,1988-11-01-g-ME,ME
1194,montana,1988-11-01,g,np,president,1988-11-01-g-MT,MT
1195,nebraska,1988-11-01,g,np,president,1988-11-01-g-NE,NE
1196,nevada,1988-11-01,g,np,president,1988-11-01-g-NV,NV
1197,new hampshire,1988-11-01,g,np,president,1988-11-01-g-NH,NH
1198,new jersey,1988-11-01,g,np,president,1988-11-01-g-NJ,NJ
1199,new mexico,1988-11-01,g,np,president,1988-11-01-g-NM,NM
1200,new york,1988-11-01,g,np,president,1988-11-01-g-NY,NY
1201,north carolina,1988-11-01,g,np,president,1988-11-01-g-NC,NC
1202,north dakota,1988-11-01,g,np,president,1988-11-01-g-ND,ND
1203,ohio,1988-11-01,g,np,president,1988-11-01-g-OH,OH
1204,oklahoma,1988-11-01,g,np,president,1988-11-01-g-OK,OK
1205,oregon,1988-11-01,g,np,president,1988-11-01-g-OR,OR
1206,maryland,1988-11-01,g,np,president,1988-11-01-g-MD,MD
1207,massachusetts,1988-11-01,g,np,president,1988-11-01-g-MA,MA
1208,michigan,1988-11-01,g,np,president,1988-11-01-g-MI,MI
1209,minnesota,1988-11-01,g,np,president,1988-11-01-g-MN,MN
1210,mississippi,1988-11-01,g,np,president,1988-11-01-g-MS,MS
1211,missouri,1988-11-01,g,np,president,1988-11-01-g-MO,MO
1212,pennsylvania,1988-11-01,g,np,president,1988-11-01-g-PA,PA
1213,rhode island,1988-11-01,g,np,president,1988-11-01-g-RI,RI
1214,south carolina,1988-11-01,g,np,president,1988-11-01-g-SC,SC
1215,south dakota,1988-11-01,g,np,president,1988-11-01-g-SD,SD
1216,tennessee,1988-11-01,g,np,president,1988-11-01-g-TN,TN
1217,texas,1988-11-01,g,np,president,1988-11-01-g-TX,TX
1218,utah,1988-11-01,g,np,president,1988-11-01-g-UT,UT
1219,vermont,1988-11-01,g,np,president,1988-11-01-g-VT,VT
1220,virginia,1988-11-01,g,np,president,1988-11-01-g-VA,VA
1221,washington,1988-11-01,g,np,president,1988-11-01-g-WA,WA
1222,west virginia,1988-11-01,g,np,president,1988-11-01-g-WV,WV
1223,wisconsin,1988-11-01,g,np,president,1988-11-01-g-WI,WI
1224,wyoming,1988-11-01,g,np,president,1988-11-01-g-WY,WY
1225,alaska,1988-11-01,g,np,president,1988-11-01-g-AK,AK
1226,hawaii,1988-11-01,g,np,president,1988-11-01-g-HI,HI
1227,guam,1988-11-01,g,np,president,1988-11-01-g-GU,GU
1228,american samoa,1988-11-01,g,np,president,1988-11-01-g-AS,AS
1229,northern mariana islands,1988-11-01,g,np,president,1988-11-01-g-MP,MP
1230,virgin islands,1988-11-01,g,np,president,1988-11-01-g-VI,VI
1231,puerto rico,1988-11-01,g,np,president,1988-11-01-g-PR,PR
1232,alabama,1992-11-03,g,np,president,1992-11-03-g-AL,AL
1233,arizona,1992-11-03,g,np,president,1992-11-03-g-AZ,AZ
1234,arkansas,1992-11-03,g,np,president,1992-11-03-g-AR,AR
1235,california,1992-11-03,g,np,president,1992-11-03-g-CA,CA
1236,colorado,1992-11-03,g,np,president,1992-11-03-g-CO,CO
1237,connecticut,1992-11-03,g,np,president,1992-11-03-g-CT,CT
1238,delaware,1992-11-03,g,np,president,1992-11-03-g-DE,DE
1239,district of columbia,1992-11-03,g,np,president,1992-11-03-g-DC,DC
1240,florida,1992-11-03,g,np,president,1992-11-03-g-FL,FL
1241,georgia,1992-11-03,g,np,president,1992-11-03-g-GA,GA
1242,idaho,1992-11-03,g,np,president,1992-11-03-g-ID,ID
1243,illinois,1992-11-03,g,np,president,1992-11-03-g-IL,IL
1244,indiana,1992-11-03,g,np,president,1992-11-03-g-IN,IN
1245,iowa,1992-11-03,g,np,president,1992-11-03-g-IA,IA
1246,kansas,1992-11-03,g,np,president,1992-11-03-g-KS,KS
1247,kentucky,1992-11-03,g,np,president,1992-11-03-g-KY,KY
1248,louisiana,1992-11-03,g,np,president,1992-11-03-g-LA,LA
1249,maine,1992-11-03,g,np,president,1992-11-03-g-ME,ME
1250,montana,1992-11-03,g,np,president,1992-11-03-g-MT,MT
1251,nebraska,1992-11-03,g,np,president,1992-11-03-g-NE,NE
1252,nevada,1992-11-03,g,np,president,1992-11-03-g-NV,NV
1253,new hampshire,1992-11-03,g,np,president,1992-11-03-g-NH,NH
1254,new jersey,1992-11-03,g,np,president,1992-11-03-g-NJ,NJ
1255,new mexico,1992-11-03,g,np,president,1992-11-03-g-NM,NM
1256,new york,1992-11-03,g,np,president,1992-11-03-g-NY,NY
1257,north carolina,1992-11-03,g,np,president,1992-11-03-g-NC,NC
1258,north dakota,1992-11-03,g,np,president,1992-11-03-g-ND,ND
1259,ohio,1992-11-03,g,np,president,1992-11-03-g-OH,OH
1260,oklahoma,1992-11-03,g,np,president,1992-11-03-g-OK,OK
1261,oregon,1992-11-03,g,np,president,1992-11-03-g-OR,OR
1262,maryland,1992-11-03,g,np,president,1992-11-03-g-MD,MD
1263,massachusetts,1992-11-03,g,np,president,1992-11-03-g-MA,MA
1264,michigan,1992-11-03,g,np,president,1992-11-03-g-MI,MI
1265,minnesota,1992-11-03,g,np,president,1992-11-03-g-MN,MN
1266,mississippi,1992-11-03,g,np,president,1992-11-03-g-MS,MS
1267,missouri,1992-11-03,g,np,president,1992-11-03-g-MO,MO
1268,pennsylvania,1992-11-03,g,np,president,1992-11-03-g-PA,PA
1269,rhode island,1992-11-03,g,np,president,1992-11-03-g-RI,RI
1270,south carolina,1992-11-03,g,np,president,1992-11-03-g-SC,SC
1271,south dakota,1992-11-03,g,np,president,1992-11-03-g-SD,SD
1272,tennessee,1992-11-03,g,np,president,1992-11-03-g-TN,TN
1273,texas,1992-11-03,g,np,president,1992-11-03-g-TX,TX
1274,utah,1992-11-03,g,np,president,1992-11-03-g-UT,UT
1275,vermont,1992-11-03,g,np,president,1992-11-03-g-VT,VT
1276,virginia,1992-11-03,g,np,president,1992-11-03-g-VA,VA
1277,washington,1992-11-03,g,np,president,1992-11-03-g-WA,WA
1278,west virginia,1992-11-03,g,np,president,1992-11-03-g-WV,WV
1279,wisconsin,1992-11-03,g,np,president,1992-11-03-g-WI,WI
1280,wyoming,1992-11-03,g,np,president,1992-11-03-g-WY,WY
1281,alaska,1992-11-03,g,np,president,1992-11-03-g-AK,AK
1282,hawaii,1992-11-03,g,np,president,1992-11-03-g-HI,HI
1283,guam,1992-11-03,g,np,president,1992-11-03-g-GU,GU
1284,american samoa,1992-11-03,g,np,president,1992-11-03-g-AS,AS
1285,northern mariana islands,1992-11-03,g,np,president,1992-11-03-g-MP,MP
1286,virgin islands,1992-11-03,g,np,president,1992-11-03-g-VI,VI
1287,puerto rico,1992-11-03,g,np,president,1992-11-03-g-PR,PR
1288,alabama,1996-11-05,g,np,president,1996-11-05-g-AL,AL
1289,arizona,1996-11-05,g,np,president,1996-11-05-g-AZ,AZ
1290,arkansas,1996-11-05,g,np,president,1996-11-05-g-AR,AR
1291,california,1996-11-05,g,np,president,1996-11-05-g-CA,CA
1292,colorado,1996-11-05,g,np,president,1996-11-05-g-CO,CO
1293,connecticut,1996-11-05,g,np,president,1996-11-05-g-CT,CT
1294,delaware,1996-11-05,g,np,president,1996-11-05-g-DE,DE
1295,district of columbia,1996-11-05,g,np,president,1996-11-05-g-DC,DC
1296,florida,1996-11-05,g,np,president,1996-11-05-g-FL,FL
1297,georgia,1996-11-05,g,np,president,1996-11-05-g-GA,GA
1298,idaho,1996-11-05,g,np,president,1996-11-05-g-ID,ID
1299,illinois,1996-11-05,g,np,president,1996-11-05-g-IL,IL
1300,indiana,1996-11-05,g,np,president,1996-11-05-g-IN,IN
1301,iowa,1996-11-05,g,np,president,1996-11-05-g-IA,IA
1302,kansas,1996-11-05,g,np,president,1996-11-05-g-KS,KS
1303,kentucky,1996-11-05,g,np,president,1996-11-05-g-KY,KY
1304,louisiana,1996-11-05,g,np,president,1996-11-05-g-LA,LA
1305,maine,1996-11-05,g,np,president,1996-11-05-g-ME,ME
1306,montana,1996-11-05,g,np,president,1996-11-05-g-MT,MT
1307,nebraska,1996-11-05,g,np,president,1996-11-05-g-NE,NE
1308,nevada,1996-11-05,g,np,president,1996-11-05-g-NV,NV
1309,new hampshire,1996-11-05,g,np,president,1996-11-05-g-NH,NH
1310,new jersey,1996-11-05,g,np,president,1996-11-05-g-NJ,NJ
1311,new mexico,1996-11-05,g,np,president,1996-11-05-g-NM,NM
1312,new york,1996-11-05,g,np,president,1996-11-05-g-NY,NY
1313,north carolina,1996-11-05,g,np,president,1996-11-05-g-NC,NC
1314,north dakota,1996-11-05,g,np,president,1996-11-05-g-ND,ND
1315,ohio,1996-11-05,g,np,president,1996-11-05-g-OH,OH
1316,oklahoma,1996-11-05,g,np,president,1996-11-05-g-OK,OK
1317,oregon,1996-11-05,g,np,president,1996-11-05-g-OR,OR
1318,maryland,1996-11-05,g,np,president,1996-11-05-g-MD,MD
1319,massachusetts,1996-11-05,g,np,president,1996-11-05-g-MA,MA
1320,michigan,1996-11-05,g,np,president,1996-11-05-g-MI,MI
1321,minnesota,1996-11-05,g,np,president,1996-11-05-g-MN,MN
1322,mississippi,1996-11-05,g,np,president,1996-11-05-g-MS,MS
1323,missouri,1996-11-05,g,np,president,1996-11-05-g-MO,MO
1324,pennsylvania,1996-11-05,g,np,president,1996-11-05-g-PA,PA
1325,rhode island,1996-11-05,g,np,president,1996-11-05-g-RI,RI
1326,south carolina,1996-11-05,g,np,president,1996-11-05-g-SC,SC
1327,south dakota,1996-11-05,g,np,president,1996-11-05-g-SD,SD
1328,tennessee,1996-11-05,g,np,president,1996-11-05-g-TN,TN
1329,texas,1996-11-05,g,np,president,1996-11-05-g-TX,TX
1330,utah,1996-11-05,g,np,president,1996-11-05-g-UT,UT
1331,vermont,1996-11-05,g,np,president,1996-11-05-g-VT,VT
1332,virginia,1996-11-05,g,np,president,1996-11-05-g-VA,VA
1333,washington,1996-11-05,g,np,president,1996-11-05-g-WA,WA
1334,west virginia,1996-11-05,g,np,president,1996-11-05-g-WV,WV
1335,wisconsin,1996-11-05,g,np,president,1996-11-05-g-WI,WI
1336,wyoming,1996-11-05,g,np,president,1996-11-05-g-WY,WY
1337,alaska,1996-11-05,g,np,president,1996-11-05-g-AK,AK
1338,hawaii,1996-11-05,g,np,president,1996-11-05-g-HI,HI
1339,guam,1996-11-05,g,np,president,1996-11-05-g-GU,GU
1340,american samoa,1996-11-05,g,np,president,1996-11-05-g-AS,AS
1341,northern mariana islands,1996-11-05,g,np,president,1996-11-05-g-MP,MP
1342,virgin islands,1996-11-05,g,np,president,1996-11-05-g-VI,VI
1343,puerto rico,1996-11-05,g,np,president,1996-11-05-g-PR,PR
1344,alabama,2000-11-07,g,np,president,2000-11-07-g-AL,AL
1345,arizona,2000-11-07,g,np,president,2000-11-07-g-AZ,AZ
1346,arkansas,2000-11-07,g,np,president,2000-11-07-g-AR,AR
1347,california,2000-11-07,g,np,president,2000-11-07-g-CA,CA
1348,colorado,2000-11-07,g,np,president,2000-11-07-g-CO,CO
1349,connecticut,2000-11-07,g,np,president,2000-11-07-g-CT,CT
1350,delaware,2000-11-07,g,np,president,2000-11-07-g-DE,DE
1351,district of columbia,2000-11-07,g,np,president,2000-11-07-g-DC,DC
1352,florida,2000-11-07,g,np,president,2000-11-07-g-FL,FL
1353,georgia,2000-11-07,g,np,president,2000-11-07-g-GA,GA
1354,idaho,2000-11-07,g,np,president,2000-11-07-g-ID,ID
1355,illinois,2000-11-07,g,np,president,2000-11-07-g-IL,IL
1356,indiana,2000-11-07,g,np,president,2000-11-07-g-IN,IN
1357,iowa,2000-11-07,g,np,president,2000-11-07-g-IA,IA
1358,kansas,2000-11-07,g,np,president,2000-11-07-g-KS,KS
1359,kentucky,2000-11-07,g,np,president,2000-11-07-g-KY,KY
1360,louisiana,2000-11-07,g,np,president,2000-11-07-g-LA,LA
1361,maine,2000-11-07,g,np,president,2000-11-07-g-ME,ME
1362,montana,2000-11-07,g,np,president,2000-11-07-g-MT,MT
1363,nebraska,2000-11-07,g,np,president,2000-11-07-g-NE,NE
1364,nevada,2000-11-07,g,np,president,2000-11-07-g-NV,NV
1365,new hampshire,2000-11-07,g,np,president,2000-11-07-g-NH,NH
1366,new jersey,2000-11-07,g,np,president,2000-11-07-g-NJ,NJ
1367,new mexico,2000-11-07,g,np,president,2000-11-07-g-NM,NM
1368,new york,2000-11-07,g,np,president,2000-11-07-g-NY,NY
1369,north carolina,2000-11-07,g,np,president,2000-11-07-g-NC,NC
1370,north dakota,2000-11-07,g,np,president,2000-11-07-g-ND,ND
1371,ohio,2000-11-07,g,np,president,2000-11-07-g-OH,OH
1372,oklahoma,2000-11-07,g,np,president,2000-11-07-g-OK,OK
1373,oregon,2000-11-07,g,np,president,2000-11-07-g-OR,OR
1374,maryland,2000-11-07,g,np,president,2000-11-07-g-MD,MD
1375,massachusetts,2000-11-07,g,np,president,2000-11-07-g-MA,MA
1376,michigan,2000-11-07,g,np,president,2000-11-07-g-MI,MI
1377,minnesota,2000-11-07,g,np,president,2000-11-07-g-MN,MN
1378,mississippi,2000-11-07,g,np,president,2000-11-07-g-MS,MS
1379,missouri,2000-11-07,g,np,president,2000-11-07-g-MO,MO
1380,pennsylvania,2000-11-07,g,np,president,2000-11-07-g-PA,PA
1381,rhode island,2000-11-07,g,np,president,2000-11-07-g-RI,RI
1382,south carolina,2000-11-07,g,np,president,2000-11-07-g-SC,SC
1383,south dakota,2000-11-07,g,np,president,2000-11-07-g-SD,SD
1384,tennessee,2000-11-07,g,np,president,2000-11-07-g-TN,TN
1385,texas,2000-11-07,g,np,president,2000-11-07-g-TX,TX
1386,utah,2000-11-07,g,np,president,2000-11-07-g-UT,UT
1387,vermont,2000-11-07,g,np,president,2000-11-07-g-VT,VT
1388,virginia,2000-11-07,g,np,president,2000-11-07-g-VA,VA
1389,washington,2000-11-07,g,np,president,2000-11-07-g-WA,WA
1390,west virginia,2000-11-07,g,np,president,2000-11-07-g-WV,WV
1391,wisconsin,2000-11-07,g,np,president,2000-11-07-g-WI,WI
1392,wyoming,2000-11-07,g,np,president,2000-11-07-g-WY,WY
1393,alaska,2000-11-07,g,np,president,2000-11-07-g-AK,AK
1394,hawaii,2000-11-07,g,np,president,2000-11-07-g-HI,HI
1395,guam,2000-11-07,g,np,president,2000-11-07-g-GU,GU
1396,american samoa,2000-11-07,g,np,president,2000-11-07-g-AS,AS
1397,northern mariana islands,2000-11-07,g,np,president,2000-11-07-g-MP,MP
1398,virgin islands,2000-11-07,g,np,president,2000-11-07-g-VI,VI
1399,puerto rico,2000-11-07,g,np,president,2000-11-07-g-PR,PR
1400,alabama,2004-11-02,g,np,president,2004-11-02-g-AL,AL
1401,arizona,2004-11-02,g,np,president,2004-11-02-g-AZ,AZ
1402,arkansas,2004-11-02,g,np,president,2004-11-02-g-AR,AR
1403,california,2004-11-02,g,np,president,2004-11-02-g-CA,CA
1404,colorado,2004-11-02,g,np,president,2004-11-02-g-CO,CO
1405,connecticut,2004-11-02,g,np,president,2004-11-02-g-CT,CT
1406,delaware,2004-11-02,g,np,president,2004-11-02-g-DE,DE
1407,district of columbia,2004-11-02,g,np,president,2004-11-02-g-DC,DC
1408,florida,2004-11-02,g,np,president,2004-11-02-g-FL,FL
1409,georgia,2004-11-02,g,np,president,2004-11-02-g-GA,GA
1410,idaho,2004-11-02,g,np,president,2004-11-02-g-ID,ID
1411,illinois,2004-11-02,g,np,president,2004-11-02-g-IL,IL
1412,indiana,2004-11-02,g,np,president,2004-11-02-g-IN,IN
1413,iowa,2004-11-02,g,np,president,2004-11-02-g-IA,IA
1414,kansas,2004-11-02,g,np,president,2004-11-02-g-KS,KS
1415,kentucky,2004-11-02,g,np,president,2004-11-02-g-KY,KY
1416,louisiana,2004-11-02,g,np,president,2004-11-02-g-LA,LA
1417,maine,2004-11-02,g,np,president,2004-11-02-g-ME,ME
1418,montana,2004-11-02,g,np,president,2004-11-02-g-MT,MT
1419,nebraska,2004-11-02,g,np,president,2004-11-02-g-NE,NE
1420,nevada,2004-11-02,g,np,president,2004-11-02-g-NV,NV
1421,new hampshire,2004-11-02,g,np,president,2004-11-02-g-NH,NH
1422,new jersey,2004-11-02,g,np,president,2004-11-02-g-NJ,NJ
1423,new mexico,2004-11-02,g,np,president,2004-11-02-g-NM,NM
1424,new york,2004-11-02,g,np,president,2004-11-02-g-NY,NY
1425,north carolina,2004-11-02,g,np,president,2004-11-02-g-NC,NC
1426,north dakota,2004-11-02,g,np,president,2004-11-02-g-ND,ND
1427,ohio,2004-11-02,g,np,president,2004-11-02-g-OH,OH
1428,oklahoma,2004-11-02,g,np,president,2004-11-02-g-OK,OK
1429,oregon,2004-11-02,g,np,president,2004-11-02-g-OR,OR
1430,maryland,2004-11-02,g,np,president,2004-11-02-g-MD,MD
1431,massachusetts,2004-11-02,g,np,president,2004-11-02-g-MA,MA
1432,michigan,2004-11-02,g,np,president,2004-11-02-g-MI,MI
1433,minnesota,2004-11-02,g,np,president,2004-11-02-g-MN,MN
1434,mississippi,2004-11-02,g,np,president,2004-11-02-g-MS,MS
1435,missouri,2004-11-02,g,np,president,2004-11-02-g-MO,MO
1436,pennsylvania,2004-11-02,g,np,president,2004-11-02-g-PA,PA
1437,rhode island,2004-11-02,g,np,president,2004-11-02-g-RI,RI
1438,south carolina,2004-11-02,g,np,president,2004-11-02-g-SC,SC
1439,south dakota,2004-11-02,g,np,president,2004-11-02-g-SD,SD
1440,tennessee,2004-11-02,g,np,president,2004-11-02-g-TN,TN
1441,texas,2004-11-02,g,np,president,2004-11-02-g-TX,TX
1442,utah,2004-11-02,g,np,president,2004-11-02-g-UT,UT
1443,vermont,2004-11-02,g,np,president,2004-11-02-g-VT,VT
1444,virginia,2004-11-02,g,np,president,2004-11-02-g-VA,VA
1445,washington,2004-11-02,g,np,president,2004-11-02-g-WA,WA
1446,west virginia,2004-11-02,g,np,president,2004-11-02-g-WV,WV
1447,wisconsin,2004-11-02,g,np,president,2004-11-02-g-WI,WI
1448,wyoming,2004-11-02,g,np,president,2004-11-02-g-WY,WY
1449,alaska,2004-11-02,g,np,president,2004-11-02-g-AK,AK
1450,hawaii,2004-11-02,g,np,president,2004-11-02-g-HI,HI
1451,guam,2004-11-02,g,np,president,2004-11-02-g-GU,GU
1452,american samoa,2004-11-02,g,np,president,2004-11-02-g-AS,AS
1453,northern mariana islands,2004-11-02,g,np,president,2004-11-02-g-MP,MP
1454,virgin islands,2004-11-02,g,np,president,2004-11-02-g-VI,VI
1455,puerto rico,2004-11-02,g,np,president,2004-11-02-g-PR,PR
1456,alabama,2008-11-04,g,np,president,2008-11-04-g-AL,AL
1457,arizona,2008-11-04,g,np,president,2008-11-04-g-AZ,AZ
1458,arkansas,2008-11-04,g,np,president,2008-11-04-g-AR,AR
1459,california,2008-11-04,g,np,president,2008-11-04-g-CA,CA
1460,colorado,2008-11-04,g,np,president,2008-11-04-g-CO,CO
1461,connecticut,2008-11-04,g,np,president,2008-11-04-g-CT,CT
1462,delaware,2008-11-04,g,np,president,2008-11-04-g-DE,DE
1463,district of columbia,2008-11-04,g,np,president,2008-11-04-g-DC,DC
1464,florida,2008-11-04,g,np,president,2008-11-04-g-FL,FL
1465,georgia,2008-11-04,g,np,president,2008-11-04-g-GA,GA
1466,idaho,2008-11-04,g,np,president,2008-11-04-g-ID,ID
1467,illinois,2008-11-04,g,np,president,2008-11-04-g-IL,IL
1468,indiana,2008-11-04,g,np,president,2008-11-04-g-IN,IN
1469,iowa,2008-11-04,g,np,president,2008-11-04-g-IA,IA
1470,kansas,2008-11-04,g,np,president,2008-11-04-g-KS,KS
1471,kentucky,2008-11-04,g,np,president,2008-11-04-g-KY,KY
1472,louisiana,2008-11-04,g,np,president,2008-11-04-g-LA,LA
1473,maine,2008-11-04,g,np,president,2008-11-04-g-ME,ME
1474,montana,2008-11-04,g,np,president,2008-11-04-g-MT,MT
1475,nebraska,2008-11-04,g,np,president,2008-11-04-g-NE,NE
1476,nevada,2008-11-04,g,np,president,2008-11-04-g-NV,NV
1477,new hampshire,2008-11-04,g,np,president,2008-11-04-g-NH,NH
1478,new jersey,2008-11-04,g,np,president,2008-11-04-g-NJ,NJ
1479,new mexico,2008-11-04,g,np,president,2008-11-04-g-NM,NM
1480,new york,2008-11-04,g,np,president,2008-11-04-g-NY,NY
1481,north carolina,2008-11-04,g,np,president,2008-11-04-g-NC,NC
1482,north dakota,2008-11-04,g,np,president,2008-11-04-g-ND,ND
1483,ohio,2008-11-04,g,np,president,2008-11-04-g-OH,OH
1484,oklahoma,2008-11-04,g,np,president,2008-11-04-g-OK,OK
1485,oregon,2008-11-04,g,np,president,2008-11-04-g-OR,OR
1486,maryland,2008-11-04,g,np,president,2008-11-04-g-MD,MD
1487,massachusetts,2008-11-04,g,np,president,2008-11-04-g-MA,MA
1488,michigan,2008-11-04,g,np,president,2008-11-04-g-MI,MI
1489,minnesota,2008-11-04,g,np,president,2008-11-04-g-MN,MN
1490,mississippi,2008-11-04,g,np,president,2008-11-04-g-MS,MS
1491,missouri,2008-11-04,g,np,president,2008-11-04-g-MO,MO
1492,pennsylvania,2008-11-04,g,np,president,2008-11-04-g-PA,PA
1493,rhode island,2008-11-04,g,np,president,2008-11-04-g-RI,RI
1494,south carolina,2008-11-04,g,np,president,2008-11-04-g-SC,SC
1495,south dakota,2008-11-04,g,np,president,2008-11-04-g-SD,SD
1496,tennessee,2008-11-04,g,np,president,2008-11-04-g-TN,TN
1497,texas,2008-11-04,g,np,president,2008-11-04-g-TX,TX
1498,utah,2008-11-04,g,np,president,2008-11-04-g-UT,UT
1499,vermont,2008-11-04,g,np,president,2008-11-04-g-VT,VT
1500,virginia,2008-11-04,g,np,president,2008-11-04-g-VA,VA
1501,washington,2008-11-04,g,np,president,2008-11-04-g-WA,WA
1502,west virginia,2008-11-04,g,np,president,2008-11-04-g-WV,WV
1503,wisconsin,2008-11-04,g,np,president,2008-11-04-g-WI,WI
1504,wyoming,2008-11-04,g,np,president,2008-11-04-g-WY,WY
1505,alaska,2008-11-04,g,np,president,2008-11-04-g-AK,AK
1506,hawaii,2008-11-04,g,np,president,2008-11-04-g-HI,HI
1507,guam,2008-11-04,g,np,president,2008-11-04-g-GU,GU
1508,american samoa,2008-11-04,g,np,president,2008-11-04-g-AS,AS
1509,northern mariana islands,2008-11-04,g,np,president,2008-11-04-g-MP,MP
1510,virgin islands,2008-11-04,g,np,president,2008-11-04-g-VI,VI
1511,puerto rico,2008-11-04,g,np,president,2008-11-04-g-PR,PR
1512,alabama,2012-11-06,g,np,president,2012-11-06-g-AL,AL
1513,arizona,2012-11-06,g,np,president,2012-11-06-g-AZ,AZ
1514,arkansas,2012-11-06,g,np,president,2012-11-06-g-AR,AR
1515,california,2012-11-06,g,np,president,2012-11-06-g-CA,CA
1516,colorado,2012-11-06,g,np,president,2012-11-06-g-CO,CO
1517,connecticut,2012-11-06,g,np,president,2012-11-06-g-CT,CT
1518,delaware,2012-11-06,g,np,president,2012-11-06-g-DE,DE
1519,district of columbia,2012-11-06,g,np,president,2012-11-06-g-DC,DC
1520,florida,2012-11-06,g,np,president,2012-11-06-g-FL,FL
1521,georgia,2012-11-06,g,np,president,2012-11-06-g-GA,GA
1522,idaho,2012-11-06,g,np,president,2012-11-06-g-ID,ID
1523,illinois,2012-11-06,g,np,president,2012-11-06-g-IL,IL
1524,indiana,2012-11-06,g,np,president,2012-11-06-g-IN,IN
1525,iowa,2012-11-06,g,np,president,2012-11-06-g-IA,IA
1526,kansas,2012-11-06,g,np,president,2012-11-06-g-KS,KS
1527,kentucky,2012-11-06,g,np,president,2012-11-06-g-KY,KY
1528,louisiana,2012-11-06,g,np,president,2012-11-06-g-LA,LA
1529,maine,2012-11-06,g,np,president,2012-11-06-g-ME,ME
1530,montana,2012-11-06,g,np,president,2012-11-06-g-MT,MT
1531,nebraska,2012-11-06,g,np,president,2012-11-06-g-NE,NE
1532,nevada,2012-11-06,g,np,president,2012-11-06-g-NV,NV
1533,new hampshire,2012-11-06,g,np,president,2012-11-06-g-NH,NH
1534,new jersey,2012-11-06,g,np,president,2012-11-06-g-NJ,NJ
1535,new mexico,2012-11-06,g,np,president,2012-11-06-g-NM,NM
1536,new york,2012-11-06,g,np,president,2012-11-06-g-NY,NY
1537,north carolina,2012-11-06,g,np,president,2012-11-06-g-NC,NC
1538,north dakota,2012-11-06,g,np,president,2012-11-06-g-ND,ND
1539,ohio,2012-11-06,g,np,president,2012-11-06-g-OH,OH
1540,oklahoma,2012-11-06,g,np,president,2012-11-06-g-OK,OK
1541,oregon,2012-11-06,g,np,president,2012-11-06-g-OR,OR
1542,maryland,2012-11-06,g,np,president,2012-11-06-g-MD,MD
1543,massachusetts,2012-11-06,g,np,president,2012-11-06-g-MA,MA
1544,michigan,2012-11-06,g,np,president,2012-11-06-g-MI,MI
1545,minnesota,2012-11-06,g,np,president,2012-11-06-g-MN,MN
1546,mississippi,2012-11-06,g,np,president,2012-11-06-g-MS,MS
1547,missouri,2012-11-06,g,np,president,2012-11-06-g-MO,MO
1548,pennsylvania,2012-11-06,g,np,president,2012-11-06-g-PA,PA
1549,rhode island,2012-11-06,g,np,president,2012-11-06-g-RI,RI
1550,south carolina,2012-11-06,g,np,president,2012-11-06-g-SC,SC
1551,south dakota,2012-11-06,g,np,president,2012-11-06-g-SD,SD
1552,tennessee,2012-11-06,g,np,president,2012-11-06-g-TN,TN
1553,texas,2012-11-06,g,np,president,2012-11-06-g-TX,TX
1554,utah,2012-11-06,g,np,president,2012-11-06-g-UT,UT
1555,vermont,2012-11-06,g,np,president,2012-11-06-g-VT,VT
1556,virginia,2012-11-06,g,np,president,2012-11-06-g-VA,VA
1557,washington,2012-11-06,g,np,president,2012-11-06-g-WA,WA
1558,west virginia,2012-11-06,g,np,president,2012-11-06-g-WV,WV
1559,wisconsin,2012-11-06,g,np,president,2012-11-06-g-WI,WI
1560,wyoming,2012-11-06,g,np,president,2012-11-06-g-WY,WY
1561,alaska,2012-11-06,g,np,president,2012-11-06-g-AK,AK
